initial_alias,converted_alias
NM_024909,228510_at
NM_001293216,None
NM_001202521,None
NM_001297654,None
NM_001167733,226200_at
NM_001322370,None
NM_013993,None
NM_001202522,None
NM_013994,None
NM_001167734,226200_at
NM_001517,None
NM_205854,244056_at
NM_001297652,None
NM_001322371,None
NM_001202523,None
NM_080870,231646_at
NM_080870,241137_at
NM_001297653,None
NM_001954,None
NM_020442,226200_at
NM_001010909,None
NM_014070,None
NM_001264,None
NM_001348249,None
NM_001285986,None
NM_203289,None
NM_001105563,None
NM_002701,None
NM_001077511,223274_at
NM_019052,None
NM_001173531,None
NM_001285987,None
NM_001105564,None
NM_001318908,223274_at
NM_007109,223274_at
NM_005514,None
NM_001289161,None
NM_001289160,None
NM_005931,None
NM_000247,None
NM_001177519,None
NM_001011700,None
NM_001256169,None
NM_001144962,None
NM_000594,None
NM_033177,225472_at
NM_033177,225476_at
NM_007161,None
NM_130463,None
NM_021184,None
NM_000595,None
NM_001144963,None
NM_147130,None
NM_001144961,None
NM_001199698,None
NM_032955,None
NM_138282,None
NM_001199239,225472_at
NM_001199239,225476_at
NM_001318970,None
NM_001159740,None
NM_019101,None
NM_004638,None
NM_001166538,None
NM_009588,None
NM_004639,None
NM_001204078,None
NM_080686,None
NM_001098534,None
NM_001623,None
NM_005007,None
NM_001199697,None
NM_001199238,225472_at
NM_001199238,225476_at
NM_001199237,225472_at
NM_001199237,225476_at
NM_001199240,225472_at
NM_001199240,225476_at
NM_001145466,None
NM_001145467,None
NM_205840,None
NM_205838,None
NM_205837,None
NM_205839,None
NM_080703,None
NM_080702,None
NM_002341,None
NM_025260,None
NM_001287593,None
NM_013974,None
NM_172165,None
NM_001303007,None
NM_001288,None
NM_001287594,None
NM_001303008,None
NM_021160,224756_s_at
NM_021160,230221_at
NM_138272,None
NM_138273,None
NM_025261,None
NM_001177515,224756_s_at
NM_001177515,230221_at
NM_002441,None
NM_025259,None
NM_138274,None
NM_138275,None
NM_138277,None
NM_001353334,234897_s_at
NM_006295,None
NM_001003693,234897_s_at
NM_001039651,None
NM_025258,230096_at
NM_172166,None
NM_001178044,None
NM_005527,None
NM_001178045,None
NM_025257,None
NM_001289413,None
NM_181842,233843_at
NM_001363689,None
NM_000434,None
NM_001318833,None
NM_006709,None
NM_025256,None
NM_005345,None
NM_005346,None
NM_001368143,None
NM_001002029,235856_at
NM_000500,None
NM_032454,243719_at
NM_032470,None
NM_001242823,None
NM_001371206,None
NM_004197,243719_at
NM_001352000,None
NM_007293,235856_at
NM_005510,None
NM_001128590,None
NM_002904,None
NM_001371205,None
NM_006929,None
NM_001368144,None
NM_001252204,235856_at
NM_001710,None
NM_006913,None
NM_001206954,None
NM_001136,None
NM_001276501,None
NM_001206936,None
NM_030652,None
NM_001136153,None
NM_172197,None
NM_005155,None
NM_032741,None
NM_001206929,None
NM_022110,None
NM_006411,None
NM_138717,None
NM_004557,240786_at
NM_001206966,None
NM_001206940,None
NM_022107,None
NM_001206932,None
NM_030651,229890_at
NM_030651,230054_at
NM_030651,231739_at
NM_001363780,229890_at
NM_001363780,230054_at
NM_001363780,231739_at
NM_002586,None
NM_001204103,None
NM_004381,None
NM_001206934,None
NM_001371439,None
NM_001371437,None
NM_001371438,None
NM_001304561,None
NM_019111,None
NM_002124,238900_at
NM_001243965,None
NM_022555,None
NM_020056,None
NM_001243962,None
NM_001300790,None
NM_001198858,None
NM_000593,None
NM_002800,None
NM_000544,None
NM_004159,None
NM_002120,None
NM_018833,225973_at
NM_148919,None
NM_001292022,None
NM_001290043,225973_at
NM_001291986,None
NM_005104,None
NM_001199455,None
NM_001199456,None
NM_006120,None
NM_001113182,None
NM_002119,226878_at
NM_002118,None
NM_001242524,None
NM_033554,None
NM_002121,None
NM_001242525,None
NM_001243738,None
NM_001164267,None
NM_001163771,None
NM_021976,None
NM_004761,None
NM_001077516,None
NM_001288777,None
NM_001289174,None
NM_022553,None
NM_001291989,None
NM_001185181,233588_x_at
NM_001185181,242048_at
NM_022551,None
NM_005452,None
NM_014234,None
NM_006979,None
NM_003782,None
NM_001265596,233588_x_at
NM_001265596,242048_at
NM_001289175,None
NM_001289176,None
NM_002931,None
NM_001270401,None
NM_001265595,233588_x_at
NM_001265595,242048_at
NM_014260,233588_x_at
NM_014260,242048_at
NM_001369203,None
NM_005453,None
NM_001141969,None
NM_001254717,None
NM_001141970,None
NM_001350,None
NM_001145338,None
NM_001318484,None
NM_001322469,None
NM_001198815,None
NM_001010877,236550_s_at
NM_001010877,236551_at
NM_001318534,None
NM_001318535,None
NM_001350636,None
NM_001350637,236550_s_at
NM_001350637,236551_at
NM_003587,None
NM_001164239,None
NM_001363515,None
NM_005931,None
NM_001167733,226200_at
NM_020442,226200_at
NM_001167734,226200_at
NM_001289160,None
NM_001353334,234897_s_at
NM_001289161,None
NM_001003693,234897_s_at
NM_006781,None
NM_001286474,None
NM_001286475,None
NM_080679,None
NM_080680,None
NM_080681,None
NM_001005226,234903_at
NM_001348294,None
NM_001005216,None
NM_030959,None
NM_013936,None
NM_030883,None
NM_052967,234820_at
NM_001348208,None
NM_001318014,None
NM_013941,None
NM_001318022,None
NM_013937,None
NM_021903,238569_at
NM_021904,238569_at
NM_001319053,238569_at
NM_006398,None
NM_001470,238569_at
NM_007160,None
NM_001363610,None
NM_001170418,None
NM_001109809,231236_at
NM_001098478,None
NM_002433,None
NM_206810,None
NM_001366333,231236_at
NM_206811,None
NM_018950,None
NM_001008228,None
NM_001008229,None
NM_001098479,None
NM_206809,None
NM_206812,None
NM_206814,None
NM_002127,None
NM_001363567,None
NM_002116,None
NM_001242758,None
NM_001278785,223639_s_at
NM_001278785,227673_at
NM_001278785,228009_x_at
NM_001278785,234114_at
NM_001278785,234115_s_at
NM_001278785,234530_s_at
NM_001278786,223639_s_at
NM_001278786,227673_at
NM_001278786,228009_x_at
NM_001278786,234114_at
NM_001278786,234115_s_at
NM_001278786,234530_s_at
NM_014596,223639_s_at
NM_014596,227673_at
NM_014596,228009_x_at
NM_014596,234114_at
NM_014596,234115_s_at
NM_014596,234530_s_at
NM_007028,None
NM_170783,223639_s_at
NM_170783,227673_at
NM_170783,228009_x_at
NM_170783,234114_at
NM_170783,234115_s_at
NM_170783,234530_s_at
NM_021959,None
NM_025236,None
NM_170769,None
NM_001286633,None
NM_003449,None
NM_033229,None
NM_001242783,None
NM_006778,None
NM_138700,None
NM_052828,None
NM_001199120,None
NM_172016,222732_at
NM_024839,None
NM_001199121,None
NM_001199119,None
NM_001369521,222732_at
NM_001369522,222732_at
NM_001369523,222732_at
NM_021253,222732_at
NM_005516,None
NM_005275,228857_at
NM_005275,238487_at
NM_005275,239068_at
NM_001190724,228510_at
NM_001254952,228510_at
NM_024909,228510_at
NM_014046,None
NM_001318763,228510_at
NM_001161376,227455_at
NM_001161376,227456_s_at
NM_025263,None
NM_001109938,227455_at
NM_001109938,227456_s_at
NM_145029,227455_at
NM_145029,227456_s_at
NM_001318762,228510_at
NM_002714,None
NM_001025091,200045_at
NM_001031722,228510_at
NM_001090,200045_at
NM_001077497,None
NM_001293216,None
NM_001293213,None
NM_001293214,None
NM_001270710,225592_at
NM_014641,None
NM_001318875,None
NM_001293215,None
NM_005803,None
NM_133471,224927_at
NM_133471,225592_at
NM_001293212,None
NM_178014,None
NM_003897,None
NM_007243,225592_at
NM_001134870,224927_at
NM_001134870,225592_at
NM_001270708,225592_at
NM_001270709,225592_at
NM_001270707,225592_at
NM_001202522,None
NM_001202521,None
NM_001297653,None
NM_001297654,None
NM_001954,None
NM_001202523,None
NM_013993,None
NM_001517,None
NM_013994,None
NM_001297652,None
NM_001322370,None
NM_001322371,None
NM_205854,244056_at
NM_001010909,None
NM_002701,None
NM_001285986,None
NM_203289,None
NM_014069,None
NM_014070,None
NM_014068,None
NM_007109,223274_at
NM_001264,None
NM_001173531,None
NM_001348249,None
NM_001077511,223274_at
NM_019052,None
NM_001285987,None
NM_001105563,None
NM_001105564,None
NM_001318908,223274_at
NM_001243042,None
NM_002117,None
NM_001289154,None
NM_001289152,None
NM_000247,None
NM_005514,None
NM_001289153,None
NM_001177519,None
NM_000595,None
NM_000594,None
NM_001144962,None
NM_004640,None
NM_001144961,None
NM_138282,None
NM_001159740,None
NM_001144963,None
NM_130463,None
NM_080598,None
NM_001204078,None
NM_005007,None
NM_001011700,None
NM_021160,224756_s_at
NM_021160,230221_at
NM_001199239,225472_at
NM_001199239,225476_at
NM_033177,225472_at
NM_033177,225476_at
NM_007161,None
NM_205839,None
NM_019101,None
NM_021184,None
NM_001177515,224756_s_at
NM_001177515,230221_at
NM_001282385,None
NM_001098534,None
NM_080686,None
NM_001199238,225472_at
NM_001199238,225476_at
NM_080702,None
NM_009588,None
NM_147130,None
NM_001256169,None
NM_001199698,None
NM_001199240,225472_at
NM_001199240,225476_at
NM_004639,None
NM_001166538,None
NM_001145466,None
NM_001320,None
NM_001199697,None
NM_001199237,225472_at
NM_001199237,225476_at
NM_001145467,None
NM_205840,None
NM_205838,None
NM_205837,None
NM_080703,None
NM_004638,None
NM_002341,None
NM_001303007,None
NM_025260,None
NM_138272,None
NM_001303008,None
NM_025261,None
NM_001287594,None
NM_001288,None
NM_138273,None
NM_013974,None
NM_138274,None
NM_138275,None
NM_138277,None
NM_001287593,None
NM_001282458,None
NM_000434,None
NM_000063,None
NM_001282457,None
NM_001145903,None
NM_001282459,None
NM_006913,None
NM_001206940,None
NM_001206929,None
NM_001206936,None
NM_138717,None
NM_001276501,None
NM_172197,None
NM_006411,None
NM_001204103,None
NM_030651,229890_at
NM_030651,230054_at
NM_030651,231739_at
NM_001206954,None
NM_005155,None
NM_001206966,None
NM_022107,None
NM_032741,None
NM_001206932,None
NM_030652,None
NM_001363780,229890_at
NM_001363780,230054_at
NM_001363780,231739_at
NM_001136,None
NM_002586,None
NM_004557,240786_at
NM_001206934,None
NM_001371439,None
NM_001371437,None
NM_001371438,None
NM_001304561,None
NM_019111,None
NM_001359193,None
NM_001300790,None
NM_001198858,None
NM_020056,None
NM_018833,225973_at
NM_000544,None
NM_000593,None
NM_004159,None
NM_002800,None
NM_148919,None
NM_001292022,None
NM_001290043,225973_at
NM_001199455,None
NM_005104,None
NM_001291986,None
NM_002118,None
NM_001199456,None
NM_006120,None
NM_002119,226878_at
NM_001113182,None
NM_033554,None
NM_001242524,None
NM_001242525,None
NM_002121,None
NM_001077516,None
NM_002931,None
NM_001270401,None
NM_006979,None
NM_001163771,None
NM_014234,None
NM_001288777,None
NM_001291989,None
NM_021976,None
NM_005527,None
NM_001010877,236550_s_at
NM_001010877,236551_at
NM_001318534,None
NM_001318535,None
NM_001350636,None
NM_001350637,236550_s_at
NM_001350637,236551_at
NM_001198815,None
NM_001318484,None
NM_001322469,None
NM_001198858,None
NM_001300790,None
NM_006510,None
NM_001005226,234903_at
NM_001348294,None
NM_001005216,None
NM_013941,None
NM_030883,None
NM_052967,234820_at
NM_001318022,None
NM_001318014,None
NM_013937,None
NM_006398,None
NM_001470,238569_at
NM_001319053,238569_at
NM_021904,238569_at
NM_021903,238569_at
NM_007160,None
NM_001363610,None
NM_206812,None
NM_002433,None
NM_206811,None
NM_001170418,None
NM_001008229,None
NM_206810,None
NM_206809,None
NM_206814,None
NM_001008228,None
NM_001363567,None
NM_002127,None
NM_002116,None
NM_001242758,None
NM_021959,None
NM_025236,None
NM_033229,None
NM_006778,None
NM_001286633,None
NM_170783,223639_s_at
NM_170783,227673_at
NM_170783,228009_x_at
NM_170783,234114_at
NM_170783,234115_s_at
NM_170783,234530_s_at
NM_001278785,223639_s_at
NM_001278785,227673_at
NM_001278785,228009_x_at
NM_001278785,234114_at
NM_001278785,234115_s_at
NM_001278785,234530_s_at
NM_001278786,223639_s_at
NM_001278786,227673_at
NM_001278786,228009_x_at
NM_001278786,234114_at
NM_001278786,234115_s_at
NM_001278786,234530_s_at
NM_014596,223639_s_at
NM_014596,227673_at
NM_014596,228009_x_at
NM_014596,234114_at
NM_014596,234115_s_at
NM_014596,234530_s_at
NM_052828,None
NM_170769,None
NM_138700,None
NM_001242783,None
NM_003449,None
NM_001199121,None
NM_001369521,222732_at
NM_172016,222732_at
NM_001199120,None
NM_024839,None
NM_001199119,None
NM_001369522,222732_at
NM_001369523,222732_at
NM_021253,222732_at
NM_001293216,None
NM_001293213,None
NM_001270709,225592_at
NM_001270710,225592_at
NM_178014,None
NM_007243,225592_at
NM_001293215,None
NM_001134870,224927_at
NM_001134870,225592_at
NM_001270707,225592_at
NM_001270708,225592_at
NM_133471,224927_at
NM_133471,225592_at
NM_001293212,None
NM_001293214,None
NM_014641,None
NM_001322370,None
NM_001322371,None
NM_001010909,None
NM_001348249,None
NM_001289161,None
NM_001011700,None
NM_005931,None
NM_001289160,None
NM_205839,None
NM_147130,None
NM_001145466,None
NM_007161,None
NM_001166538,None
NM_009588,None
NM_205840,None
NM_001145467,None
NM_205838,None
NM_205837,None
NM_002341,None
NM_021177,None
NM_006295,None
NM_001039651,None
NM_025258,230096_at
NM_025256,None
NM_001289413,None
NM_000434,None
NM_001178045,None
NM_001178044,None
NM_001318833,None
NM_006709,None
NM_025257,None
NM_005345,None
NM_001363689,None
NM_005346,None
NM_002586,None
NM_001206936,None
NM_030652,None
NM_001206954,None
NM_172197,None
NM_138717,None
NM_005155,None
NM_001206934,None
NM_001206932,None
NM_001204103,None
NM_001136,None
NM_006411,None
NM_006913,None
NM_001206966,None
NM_001276501,None
NM_022107,None
NM_030651,229890_at
NM_030651,230054_at
NM_030651,231739_at
NM_032741,None
NM_001363780,229890_at
NM_001363780,230054_at
NM_001363780,231739_at
NM_001206940,None
NM_001206929,None
NM_001371439,None
NM_001371437,None
NM_001371438,None
NM_001304561,None
NM_001243965,None
NM_020056,None
NM_000593,None
NM_002800,None
NM_018833,225973_at
NM_004159,None
NM_000544,None
NM_002120,None
NM_148919,None
NM_001292022,None
NM_001290043,225973_at
NM_002118,None
NM_006120,None
NM_001242524,None
NM_001242525,None
NM_033554,None
NM_002121,None
NM_001289413,None
NM_001318833,None
NM_001363689,None
NM_025256,None
NM_006709,None
NM_001010877,236550_s_at
NM_001010877,236551_at
NM_001318534,None
NM_001318535,None
NM_001350636,None
NM_001350637,236550_s_at
NM_001350637,236551_at
NM_003449,None
NM_001090,200045_at
NM_001242783,None
NM_001025091,200045_at
NM_014641,None
NM_001289160,None
NM_004638,None
NM_080686,None
NM_001286474,None
NM_006781,None
NM_001286475,None
NM_022553,None
NM_001289174,None
NM_001289175,None
NM_001289176,None
NM_002263,None
NM_006510,None
NM_001005216,None
NM_001005226,234903_at
NM_001348294,None
NM_052967,234820_at
NM_001318022,None
NM_001348208,None
NM_013941,None
NM_001318014,None
NM_013937,None
NM_030883,None
NM_007160,None
NM_001319053,238569_at
NM_006398,None
NM_021904,238569_at
NM_001470,238569_at
NM_021903,238569_at
NM_001098479,None
NM_001109809,231236_at
NM_001098478,None
NM_002433,None
NM_001363610,None
NM_001008228,None
NM_001366333,231236_at
NM_001170418,None
NM_018950,None
NM_206812,None
NM_206811,None
NM_001008229,None
NM_206810,None
NM_206809,None
NM_206814,None
NM_002127,None
NM_001363567,None
NM_001242758,None
NM_002116,None
NM_033229,None
NM_001278785,223639_s_at
NM_001278785,227673_at
NM_001278785,228009_x_at
NM_001278785,234114_at
NM_001278785,234115_s_at
NM_001278785,234530_s_at
NM_001278786,223639_s_at
NM_001278786,227673_at
NM_001278786,228009_x_at
NM_001278786,234114_at
NM_001278786,234115_s_at
NM_001278786,234530_s_at
NM_001286633,None
NM_170783,223639_s_at
NM_170783,227673_at
NM_170783,228009_x_at
NM_170783,234114_at
NM_170783,234115_s_at
NM_170783,234530_s_at
NM_007028,None
NM_025236,None
NM_006778,None
NM_021959,None
NM_170769,None
NM_138700,None
NM_052828,None
NM_014596,223639_s_at
NM_014596,227673_at
NM_014596,228009_x_at
NM_014596,234114_at
NM_014596,234115_s_at
NM_014596,234530_s_at
NM_172016,222732_at
NM_001199121,None
NM_024839,None
NM_001199119,None
NM_001369521,222732_at
NM_001369522,222732_at
NM_001369523,222732_at
NM_021253,222732_at
NM_001199120,None
NM_005275,228857_at
NM_005275,238487_at
NM_005275,239068_at
NM_005516,None
NM_025263,None
NM_001077497,None
NM_001270710,225592_at
NM_001190724,228510_at
NM_001254952,228510_at
NM_145029,227455_at
NM_145029,227456_s_at
NM_001109938,227455_at
NM_001109938,227456_s_at
NM_001270707,225592_at
NM_001270708,225592_at
NM_001318762,228510_at
NM_001270709,225592_at
NM_133471,224927_at
NM_133471,225592_at
NM_003587,None
NM_001134870,224927_at
NM_001134870,225592_at
NM_001363515,None
NM_024909,228510_at
NM_014046,None
NM_007243,225592_at
NM_001318763,228510_at
NM_001164239,None
NM_002714,None
NM_001161376,227455_at
NM_001161376,227456_s_at
NM_001031722,228510_at
NM_001293215,None
NM_001293214,None
NM_001318875,None
NM_005803,None
NM_001293213,None
NM_001293212,None
NM_001293216,None
NM_178014,None
NM_003897,None
NM_013993,None
NM_001954,None
NM_001297652,None
NM_001202523,None
NM_020442,226200_at
NM_001167734,226200_at
NM_205854,244056_at
NM_001202521,None
NM_013994,None
NM_001297654,None
NM_001202522,None
NM_001517,None
NM_001297653,None
NM_001167733,226200_at
NM_080870,231646_at
NM_080870,241137_at
NM_001322370,None
NM_001322371,None
NM_001348249,None
NM_001198815,None
NM_001010909,None
NM_001318484,None
NM_001322469,None
NM_002701,None
NM_001105564,None
NM_001105563,None
NM_203289,None
NM_014069,None
NM_014070,None
NM_001173531,None
NM_001285986,None
NM_001285987,None
NM_001077511,223274_at
NM_007109,223274_at
NM_014068,None
NM_019052,None
NM_001318908,223274_at
NM_001264,None
NM_001243042,None
NM_002117,None
NM_005514,None
NM_001289152,None
NM_001177519,None
NM_000247,None
NM_001289154,None
NM_001289153,None
NM_001145466,None
NM_000595,None
NM_000594,None
NM_001145467,None
NM_138282,None
NM_001144963,None
NM_001144961,None
NM_001289161,None
NM_032955,None
NM_001318970,None
NM_080598,None
NM_130463,None
NM_001204078,None
NM_001166538,None
NM_009588,None
NM_205839,None
NM_001159740,None
NM_147130,None
NM_005007,None
NM_001144962,None
NM_005931,None
NM_004640,None
NM_001623,None
NM_205840,None
NM_205838,None
NM_205837,None
NM_001011700,None
NM_007161,None
NM_002341,None
NM_001199239,225472_at
NM_001199239,225476_at
NM_001199238,225472_at
NM_001199238,225476_at
NM_021184,None
NM_021160,224756_s_at
NM_021160,230221_at
NM_025261,None
NM_138272,None
NM_001177515,224756_s_at
NM_001177515,230221_at
NM_001256169,None
NM_001282385,None
NM_001199237,225472_at
NM_001199237,225476_at
NM_001098534,None
NM_080703,None
NM_001303008,None
NM_019101,None
NM_138273,None
NM_025260,None
NM_013974,None
NM_001303007,None
NM_001199240,225472_at
NM_001199240,225476_at
NM_001288,None
NM_004639,None
NM_138274,None
NM_138275,None
NM_138277,None
NM_001287594,None
NM_001287593,None
NM_001199698,None
NM_001320,None
NM_033177,225472_at
NM_033177,225476_at
NM_001199697,None
NM_001353334,234897_s_at
NM_001003693,234897_s_at
NM_080702,None
NM_001178045,None
NM_005527,None
NM_025257,None
NM_021177,None
NM_000434,None
NM_005345,None
NM_001178044,None
NM_005346,None
NM_001282458,None
NM_001178063,None
NM_001371205,None
NM_001368143,None
NM_032454,243719_at
NM_001282457,None
NM_001242823,None
NM_006929,None
NM_004197,243719_at
NM_032470,None
NM_000500,None
NM_001371206,None
NM_001352000,None
NM_005510,None
NM_001282459,None
NM_001368144,None
NM_002904,None
NM_001145903,None
NM_001252204,235856_at
NM_001002029,235856_at
NM_001128590,None
NM_000063,None
NM_007293,235856_at
NM_181842,233843_at
NM_001710,None
NM_006913,None
NM_138717,None
NM_001206940,None
NM_006411,None
NM_001206954,None
NM_001206929,None
NM_032741,None
NM_001206932,None
NM_001206934,None
NM_030651,229890_at
NM_030651,230054_at
NM_030651,231739_at
NM_001206966,None
NM_001204103,None
NM_001206936,None
NM_005155,None
NM_030652,None
NM_001136,None
NM_001363780,229890_at
NM_001363780,230054_at
NM_001363780,231739_at
NM_172197,None
NM_001371439,None
NM_001371437,None
NM_001371438,None
NM_002586,None
NM_022107,None
NM_001276501,None
NM_004557,240786_at
NM_001304561,None
NM_019111,None
NM_002124,238900_at
NM_001243965,None
NM_001243962,None
NM_004159,None
NM_001290043,225973_at
NM_000593,None
NM_000544,None
NM_001300790,None
NM_148919,None
NM_018833,225973_at
NM_001198858,None
NM_002800,None
NM_001292022,None
NM_020056,None
NM_006120,None
NM_001291986,None
NM_001199455,None
NM_001199456,None
NM_002118,None
NM_005104,None
NM_001113182,None
NM_001242524,None
NM_002121,None
NM_001242525,None
NM_033554,None
NM_002119,226878_at
NM_001288777,None
NM_001077516,None
NM_080679,None
NM_001270401,None
NM_080680,None
NM_001163771,None
NM_080681,None
NM_021976,None
NM_006979,None
NM_001291989,None
NM_014234,None
NM_002931,None
NM_001254717,None
NM_003782,None
NM_014260,233588_x_at
NM_014260,242048_at
NM_001243738,None
NM_001265596,233588_x_at
NM_001265596,242048_at
NM_001141970,None
NM_005453,None
NM_001185181,233588_x_at
NM_001185181,242048_at
NM_005452,None
NM_172208,None
NM_022551,None
NM_001145338,None
NM_172209,None
NM_001369203,None
NM_001350,None
NM_003190,None
NM_001164267,None
NM_001265595,233588_x_at
NM_001265595,242048_at
NM_004761,None
NM_001141969,None
NM_006120,None
NM_001282457,None
NM_001010877,236550_s_at
NM_001010877,236551_at
NM_001318534,None
NM_001318535,None
NM_001350636,None
NM_001350637,236550_s_at
NM_001350637,236551_at
NM_001090,200045_at
NM_014641,None
NM_001025091,200045_at
NM_001242783,None
NM_003449,None
NM_025258,230096_at
NM_005931,None
NM_001289160,None
NM_080686,None
NM_001289161,None
NM_004638,None
NM_001286475,None
NM_001002029,235856_at
NM_001286474,None
NM_006781,None
NM_001242823,None
NM_002121,None
NM_001005226,234903_at
NM_001348294,None
NM_001005216,None
NM_030959,None
NM_030883,None
NM_052967,234820_at
NM_001348208,None
NM_001318014,None
NM_013941,None
NM_001318022,None
NM_013937,None
NM_013936,None
NM_001470,238569_at
NM_007160,None
NM_021903,238569_at
NM_021904,238569_at
NM_001319053,238569_at
NM_006398,None
NM_001098478,None
NM_001109809,231236_at
NM_002433,None
NM_001363610,None
NM_001366333,231236_at
NM_001170418,None
NM_018950,None
NM_206811,None
NM_001008228,None
NM_001008229,None
NM_001098479,None
NM_206810,None
NM_206809,None
NM_206814,None
NM_206812,None
NM_002127,None
NM_001363567,None
NM_002116,None
NM_001242758,None
NM_001286633,None
NM_052828,None
NM_001278786,223639_s_at
NM_001278786,227673_at
NM_001278786,228009_x_at
NM_001278786,234114_at
NM_001278786,234115_s_at
NM_001278786,234530_s_at
NM_014596,223639_s_at
NM_014596,227673_at
NM_014596,228009_x_at
NM_014596,234114_at
NM_014596,234115_s_at
NM_014596,234530_s_at
NM_001278785,223639_s_at
NM_001278785,227673_at
NM_001278785,228009_x_at
NM_001278785,234114_at
NM_001278785,234115_s_at
NM_001278785,234530_s_at
NM_021959,None
NM_170783,223639_s_at
NM_170783,227673_at
NM_170783,228009_x_at
NM_170783,234114_at
NM_170783,234115_s_at
NM_170783,234530_s_at
NM_025236,None
NM_170769,None
NM_138700,None
NM_033229,None
NM_006778,None
NM_007028,None
NM_001199121,None
NM_001199120,None
NM_172016,222732_at
NM_024839,None
NM_001199119,None
NM_001369521,222732_at
NM_001369522,222732_at
NM_001369523,222732_at
NM_021253,222732_at
NM_005275,228857_at
NM_005275,238487_at
NM_005275,239068_at
NM_005516,None
NM_025263,None
NM_001077497,None
NM_001318762,228510_at
NM_001109938,227455_at
NM_001109938,227456_s_at
NM_145029,227455_at
NM_145029,227456_s_at
NM_001190724,228510_at
NM_001254952,228510_at
NM_002714,None
NM_001134870,224927_at
NM_001134870,225592_at
NM_003587,None
NM_133471,224927_at
NM_133471,225592_at
NM_001363515,None
NM_001164239,None
NM_014046,None
NM_024909,228510_at
NM_001270709,225592_at
NM_001270710,225592_at
NM_007243,225592_at
NM_001270707,225592_at
NM_001270708,225592_at
NM_001318763,228510_at
NM_001161376,227455_at
NM_001161376,227456_s_at
NM_001031722,228510_at
NM_001293214,None
NM_005803,None
NM_001293215,None
NM_001293216,None
NM_001293213,None
NM_001293212,None
NM_001318875,None
NM_178014,None
NM_003897,None
NM_001202521,None
NM_001167734,226200_at
NM_001954,None
NM_001297654,None
NM_013994,None
NM_020442,226200_at
NM_001517,None
NM_205854,244056_at
NM_001297652,None
NM_001202522,None
NM_001167733,226200_at
NM_001202523,None
NM_013993,None
NM_001297653,None
NM_080870,231646_at
NM_080870,241137_at
NM_001322370,None
NM_001198815,None
NM_001322371,None
NM_001318484,None
NM_001322469,None
NM_001348249,None
NM_001010909,None
NM_002701,None
NM_203289,None
NM_014069,None
NM_014070,None
NM_014068,None
NM_001264,None
NM_001173531,None
NM_001105563,None
NM_001285986,None
NM_001285987,None
NM_001105564,None
NM_019052,None
NM_001077511,223274_at
NM_001318908,223274_at
NM_007109,223274_at
NM_001243042,None
NM_002117,None
NM_001145466,None
NM_032955,None
NM_001166538,None
NM_000594,None
NM_007161,None
NM_205839,None
NM_130463,None
NM_001144963,None
NM_147130,None
NM_001145467,None
NM_138282,None
NM_001318970,None
NM_080598,None
NM_004640,None
NM_009588,None
NM_001204078,None
NM_001011700,None
NM_005007,None
NM_001144962,None
NM_001144961,None
NM_000595,None
NM_001159740,None
NM_205840,None
NM_205838,None
NM_205837,None
NM_001623,None
NM_002341,None
NM_001098534,None
NM_025260,None
NM_033177,225472_at
NM_033177,225476_at
NM_001199698,None
NM_001177515,224756_s_at
NM_001177515,230221_at
NM_001303008,None
NM_021184,None
NM_001288,None
NM_080703,None
NM_025261,None
NM_021160,224756_s_at
NM_021160,230221_at
NM_172165,None
NM_001199239,225472_at
NM_001199239,225476_at
NM_001199238,225472_at
NM_001199238,225476_at
NM_001303007,None
NM_019101,None
NM_138273,None
NM_001282385,None
NM_001353334,234897_s_at
NM_002441,None
NM_025259,None
NM_001287593,None
NM_138275,None
NM_138277,None
NM_001256169,None
NM_001199697,None
NM_001199240,225472_at
NM_001199240,225476_at
NM_001320,None
NM_004639,None
NM_001003693,234897_s_at
NM_138272,None
NM_138274,None
NM_001199237,225472_at
NM_001199237,225476_at
NM_001287594,None
NM_013974,None
NM_001039651,None
NM_080702,None
NM_172166,None
NM_001363689,None
NM_001178044,None
NM_025257,None
NM_005527,None
NM_021177,None
NM_001178045,None
NM_000434,None
NM_005345,None
NM_001289413,None
NM_006709,None
NM_001318833,None
NM_025256,None
NM_006295,None
NM_005346,None
NM_032454,243719_at
NM_001178063,None
NM_007293,235856_at
NM_001371205,None
NM_001282459,None
NM_032470,None
NM_001371206,None
NM_001002029,235856_at
NM_004197,243719_at
NM_000063,None
NM_001282458,None
NM_001242823,None
NM_001145903,None
NM_001352000,None
NM_001252204,235856_at
NM_002904,None
NM_005510,None
NM_181842,233843_at
NM_006929,None
NM_001710,None
NM_000500,None
NM_001368143,None
NM_001128590,None
NM_032470,None
NM_022110,None
NM_001365276,None
NM_004381,None
NM_030651,229890_at
NM_030651,230054_at
NM_030651,231739_at
NM_001363780,229890_at
NM_001363780,230054_at
NM_001363780,231739_at
NM_019105,None
NM_001136153,None
NM_001368144,None
NM_001304561,None
NM_019111,None
NM_001359193,None
NM_001198858,None
NM_002120,None
NM_020056,None
NM_001300790,None
NM_018833,225973_at
NM_000593,None
NM_002800,None
NM_000544,None
NM_004159,None
NM_148919,None
NM_001292022,None
NM_001290043,225973_at
NM_002118,None
NM_001242525,None
NM_001242524,None
NM_033554,None
NM_002119,226878_at
NM_001270401,None
NM_021976,None
NM_080681,None
NM_002931,None
NM_001163771,None
NM_001288777,None
NM_014234,None
